order_id,customer_id,restaurant_name,cuisine_type,order_datetime,delivery_time_mins,delivery_partner_id,distance_km,order_value_inr,discount_applied_inr,rating,peak_hour,order_status,city
SW5288227,USR933867,Biryani Blues,North Indian,2024-02-10 21:59:00,38,DE88663,4.0,527,0.0,4.3,Yes,Delivered,Hyderabad
SW4018320,USR900944,Udipi Palace,South Indian,2024-02-11 01:15:37,26,DE18630,5.2,2455,0.0,4.0,No,Out for Delivery,Kolkata
SW8973482,USR934841,Box8,biryani,2024-02-11 04:32:13,40,DE79032,4.4,530,75.0,3.6,No,Delivered,Mumbai
SW7404882,USR906680,Pizza Hut,biryani,2024-02-11 07:48:50,22,DE92688,10.3,416,0.0,,No,Delivered,Pune
SW8832042,USR403966,Cafe Coffee Day,Thai,2024-02-11 11:05:26,40,DE63321,7.3,1382,0.0,4.0,No,Delivered,Mumbai
SW8217304,USR394538,Behrouz Biryani,Thai,2024-02-11 14:22:03,59,DE43152,3.2,460,100.0,3.3,Yes,Delivered,Bengaluru
SW4308596,USR261665,Paradise Biryani,chinese,2024-02-11 17:38:39,24,DE81504,6.3,465,0.0,3.7,No,Delivered,Bangalore
SW7825496,USR825576,Paradise Biryani,Desserts,2024-02-11 20:55:16,33,DE23140,6.9,93,50.0,3.0,Yes,DELIVERED,Hyderabad
SW4291278,USR490343,Smoke House Deli,BIRYANI,2024-02-12 00:11:52,31,DE77007,10.3,275,0.0,4.8,No,Delivered,Chennai
SW1377539,USR821335,Subway,Rolls,2024-02-12 03:28:29,44,DE84666,3.5,316,0.0,3.5,No,Delivered,Mumbai
SW5085124,USR854000,Hyderabad House,Mughlai,2024-02-12 06:45:06,0,DE80904,3.6,1987,150.0,3.4,No,Delivered,Pune
SW4492888,USR419358,Mainland China,BIRYANI,2024-02-12 10:01:42,33,DE28298,2.1,550,0.0,,No,Delivered,Bangalore
SW7012628,USR824690,Pizza Hut,Rolls,2024-02-12 13:18:19,52,DE46555,,434,100.0,2.8,Yes,Delivered,Chennai
SW8448294,USR646184,Saravana Bhavan,south indian,2024-02-12 16:34:55,36,DE94353,1.7,411,0.0,4.3,No,delivered,Pune
SW9333763,USR523267,Saravana Bhavan,Burgers,2024-02-12 19:51:32,71,DE20105,0.8,248,,2.0,Yes,Delivered,delhi
SW7573782,USR266670,Pizza Hut,Fast Food,2024-02-12 23:08:08,31,DE18163,3.1,1644,20.0,3.3,No,Delivered,Kolkata
SW5579482,USR730837,Moti Mahal,South Indian,2024-02-13 02:24:45,30,DE45473,,135,0.0,4.0,No,Delivered,Kolkata
SW8040119,USR822396,Domino's Pizza,Pizza,2024-02-13 05:41:21,38,DE83171,7.1,433,0.0,5.0,No,Delivered,Jaipur
SW4126547,USR420305,Burger King,Pizza,2024-02-13 08:57:58,37,DE17413,3.5,2033,0.0,4.6,No,Cancelled,delhi
SW8722652,USR434066,KFC,Biryani,2024-02-13 12:14:35,55,DE11375,11.1,1871,0.0,2.4,Yes,Delivered,Pune
SW5882195,USR702624,The Beer Cafe,Thai,2024-02-13 15:31:11,42,DE55683,1.0,1474,20.0,3.6,No,Delivered,Bangalore
SW8250172,USR160470,Burger King,Burgers,2024-02-13 18:47:48,26,DE90660,5.4,106,0.0,,No,Delivered,Jaipur
SW1121201,USR352543,Barbeque Nation,NORTH INDIAN,2024-02-13 22:04:24,66,DE12405,2.5,293,0.0,1.9,Yes,Delivered,Hyderabad
SW9609463,USR599548,Punjab Grill,Rolls,2024-02-14 01:21:01,40,DE97540,1.0,139,0.0,3.9,No,Delivered,Jaipur
SW2404110,USR283204,Box8,Chinese,2024-02-14 04:37:37,33,DE78285,4.9,187,0.0,3.3,No,Delivered,Kolkata
SW5223375,USR512001,Chaayos,chinese,2024-02-14 07:54:14,31,DE29775,8.2,1653,50.0,5.0,No,Delivered,Kolkata
SW4801002,USR212994,Chaayos,north indian,2024-02-14 11:10:50,35,DE11658,10.9,343,,3.7,No,Delivered,Hyderabad
SW4008927,USR843819,Wow Momo,Rolls,2024-02-14 14:27:27,51,DE81844,0.9,351,100.0,2.3,Yes,Cancelled,Pune
SW9778435,USR777771,Box8,NORTH INDIAN,2024-02-14 17:44:03,20,DE43345,,564,,3.3,No,Cancelled,Hyderabad
SW1301134,USR276497,Behrouz Biryani,Thai,2024-02-14 21:00:40,51,DE41613,2.2,219,0.0,2.1,Yes,Delivered,Hyderabad
SW3613410,USR843281,Udipi Palace,Fast Food,2024-02-15 00:17:17,33,DE99915,4.8,577,20.0,3.3,No,Delivered,Bangalore
SW5349567,USR227555,McDonald's,north indian,2024-02-15 03:33:53,33,DE29598,7.9,484,0.0,,No,Delivered,Kolkata
SW5582107,USR189357,Mainland China,chinese,2024-02-15 06:50:30,38,DE57196,3.7,584,0.0,3.7,No,Delivered,Mumbai
SW4334745,USR406826,Faasos,Mughlai,2024-02-15 10:07:06,20,DE12246,11.0,115,0.0,,No,Cancelled,Delhi
SW5637822,USR288841,Sagar Ratna,Continental,2024-02-15 13:23:43,68,DE59070,6.7,587,30.0,1.8,Yes,Delivered,Pune
SW9068785,USR908167,Haldiram's,North Indian,2024-02-15 16:40:19,29,DE42815,7.7,101,150.0,3.7,No,Delivered,delhi
SW3141660,USR621438,Chaayos,North Indian,2024-02-15 19:56:56,53,DE91115,2.6,192,30.0,2.9,Yes,delivered,Hyderabad
SW8881087,USR969490,KFC,south indian,2024-02-15 23:13:32,32,DE38855,5.6,91,30.0,3.7,No,Delivered,Chennai
SW2756818,USR127307,Mainland China,NORTH INDIAN,2024-02-16 02:30:09,42,DE83412,0.5,585,50.0,3.7,No,Delivered,Bangalore
SW3353856,USR809417,Moti Mahal,North Indian,2024-02-16 05:46:46,32,DE33985,6.3,1199,50.0,3.6,No,Delivered,Bangalore
SW9740705,USR643330,Punjab Grill,Biryani,2024-02-16 09:03:22,40,DE62141,6.2,164,30.0,4.6,No,DELIVERED,Bangalore
SW1359288,USR113313,Box8,Biryani,2024-02-16 12:19:59,40,DE49709,5.0,167,50.0,4.2,Yes,Delivered,Pune
SW8113976,USR283056,Burger King,Thai,2024-02-16 15:36:35,39,DE99697,7.3,173,20.0,3.4,No,Delivered,Bangalore
SW7942521,USR954055,Domino's Pizza,chinese,2024-02-16 18:53:12,23,DE75521,9.1,581,0.0,,No,Delivered,Mumbai
SW1743141,USR950323,Domino's Pizza,South Indian,2024-02-16 22:09:48,41,DE17602,1.1,234,50.0,3.6,Yes,delivered,Hyderabad
SW9235613,USR594586,Smoke House Deli,CHINESE,2024-02-17 01:26:25,25,DE48512,3.7,307,0.0,3.4,No,Delivered,Chennai
SW3341206,USR322129,Udipi Palace,Biryani,2024-02-17 04:43:01,35,DE28052,2.2,133,100.0,,No,Delivered,Bangalore
SW5142669,USR760371,The Beer Cafe,Mughlai,2024-02-17 07:59:38,29,DE59894,3.5,566,0.0,4.5,No,DELIVERED,Pune
SW9399142,USR811422,Chaayos,north indian,2024-02-17 11:16:14,41,DE50767,2.3,398,0.0,4.0,No,Delivered,Mumbai
SW3049050,USR330499,Paradise Biryani,Chinese,2024-02-17 14:32:51,55,DE44568,,254,0.0,2.3,Yes,Out for Delivery,Delhi
SW3421972,USR119947,Domino's Pizza,Pizza,2024-02-17 17:49:28,26,DE55248,1.2,1571,,4.1,No,Delivered,Hyderabad
SW4589796,USR425301,Hyderabad House,chinese,2024-02-17 21:06:04,39,DE92962,1.9,243,,4.8,Yes,Delivered,delhi
SW5679034,USR576476,Paradise Biryani,Rolls,2024-02-18 00:22:41,21,DE29824,7.4,2495,0.0,4.5,No,Delivered,Bangalore
SW9084987,USR645612,Udipi Palace,south indian,2024-02-18 03:39:17,23,DE40842,11.9,313,0.0,4.1,No,Delivered,Delhi
SW5842639,USR274445,Behrouz Biryani,Mughlai,2024-02-18 06:55:54,40,DE38561,11.1,376,0.0,4.1,No,Delivered,Mumbai
SW9873148,USR557611,Smoke House Deli,biryani,2024-02-18 10:12:30,42,DE19413,,426,0.0,3.2,No,Delivered,Hyderabad
SW2225163,USR339638,Mainland China,south indian,2024-02-18 13:29:07,51,DE49461,5.1,361,50.0,,Yes,Delivered,Bengaluru
SW1516735,USR210643,Wow Momo,Chinese,2024-02-18 16:45:43,35,DE92076,4.9,550,0.0,4.8,No,DELIVERED,Mumbai
SW1378818,USR556708,Chaayos,Desserts,2024-02-18 20:02:20,67,DE16019,10.5,125,50.0,1.9,Yes,Delivered,Delhi
SW8950080,USR659466,Pizza Hut,Pizza,2024-02-18 23:18:56,21,DE64445,0.9,315,100.0,4.2,No,Delivered,Delhi
SW8361945,USR182823,Faasos,biryani,2024-02-19 02:35:33,44,DE41445,3.8,224,50.0,4.9,No,Delivered,Delhi
SW4214493,USR336405,Pind Balluchi,biryani,2024-02-19 05:52:10,30,DE41102,2.1,354,,4.2,No,delivered,delhi
SW9245388,USR960975,Cafe Coffee Day,North Indian,2024-02-19 09:08:46,24,DE44987,2.8,400,30.0,4.7,No,Delivered,Chennai
SW8409798,USR640159,Domino's Pizza,BIRYANI,2024-02-19 12:25:23,50,DE60614,1.4,263,0.0,,Yes,Delivered,Bangalore
SW3223119,USR553443,Pind Balluchi,Biryani,2024-02-19 15:41:59,33,DE97440,3.5,472,30.0,4.8,No,Delivered,Pune
SW6021591,USR115998,Wow Momo,Mughlai,2024-02-19 18:58:36,40,DE99769,3.3,467,0.0,3.9,No,Delivered,Delhi
SW9052893,USR484271,Domino's Pizza,pizza,2024-02-19 22:15:12,53,DE83658,3.5,539,30.0,3.9,Yes,Delivered,Mumbai
SW7457980,USR999367,Pizza Hut,biryani,2024-02-20 01:31:49,39,DE14967,3.1,368,50.0,4.3,No,delivered,Hyderabad
SW4070370,USR791442,Behrouz Biryani,CHINESE,2024-02-20 04:48:25,25,DE13543,3.1,187,0.0,3.9,No,Delivered,Mumbai
SW8542379,USR755089,Pizza Hut,South Indian,2024-02-20 08:05:02,34,DE35914,9.9,1097,75.0,3.1,No,cancelled,Chennai
SW3270669,USR318176,Haldiram's,Burgers,2024-02-20 11:21:39,29,DE44731,,224,100.0,3.9,No,Delivered,delhi
SW1011440,USR517566,Pind Balluchi,North Indian,2024-02-20 14:38:15,65,DE88965,8.4,2171,0.0,1.3,Yes,Delivered,Delhi
SW5359693,USR776176,Vaango,South Indian,2024-02-20 17:54:52,35,DE88684,3.2,474,30.0,4.6,No,delivered,delhi
SW2089982,USR734429,Burger King,Rolls,2024-02-20 21:11:28,45,DE24727,7.4,223,20.0,3.2,Yes,Delivered,Pune
SW1497843,USR872443,Wow Momo,biryani,2024-02-21 00:28:05,35,DE54017,9.1,321,0.0,3.6,No,Delivered,Kolkata
SW8793412,USR958897,Udipi Palace,Mughlai,2024-02-21 03:44:41,39,DE47157,2.9,505,30.0,3.9,No,Delivered,Bangalore
SW7636206,USR973387,Udipi Palace,Continental,2024-02-21 07:01:18,33,DE79930,5.3,322,20.0,4.3,No,delivered,Chennai
SW7625013,USR864204,Paradise Biryani,Desserts,2024-02-21 10:17:54,40,DE36655,7.1,107,0.0,4.3,No,Cancelled,delhi
SW7680750,USR408232,Hyderabad House,north indian,2024-02-21 13:34:31,54,DE23529,3.4,409,30.0,3.5,Yes,Delivered,Pune
SW4633423,USR331150,Behrouz Biryani,Desserts,2024-02-21 16:51:07,21,DE41922,8.9,278,150.0,3.3,No,Delivered,Delhi
SW3225491,USR408633,Burger King,NORTH INDIAN,2024-02-21 20:07:44,46,DE47021,,1875,30.0,3.8,Yes,Delivered,Hyderabad
SW7024692,USR229627,Faasos,Biryani,2024-02-21 23:24:21,21,DE54082,4.0,313,30.0,4.7,No,Delivered,Chennai
SW9795715,USR440992,Paradise Biryani,chinese,2024-02-22 02:40:57,44,DE51236,4.7,1224,100.0,3.6,No,Cancelled,Jaipur
SW1805711,USR142755,Udipi Palace,Biryani,2024-02-22 05:57:34,24,DE26367,4.7,467,50.0,4.1,No,Out for Delivery,Jaipur
SW8405861,USR833013,Barbeque Nation,Burgers,2024-02-22 09:14:10,27,DE20777,5.9,405,50.0,4.4,No,Delivered,delhi
SW8469778,USR218711,Cafe Coffee Day,BIRYANI,2024-02-22 12:30:47,49,DE92681,6.8,308,0.0,3.7,Yes,Delivered,Bangalore
SW9533055,USR151717,Moti Mahal,BIRYANI,2024-02-22 15:47:23,36,DE62492,6.0,547,0.0,3.3,No,Delivered,Delhi
SW4022682,USR119970,Moti Mahal,biryani,2024-02-22 19:04:00,50,DE54482,2.2,440,100.0,2.2,Yes,Delivered,delhi
SW9341818,USR642874,Behrouz Biryani,NORTH INDIAN,2024-02-22 22:20:36,49,DE54992,8.2,308,100.0,2.8,Yes,Delivered,Hyderabad
SW1914265,USR244742,Vaango,Chinese,2024-02-23 01:37:13,29,DE34574,1.7,351,0.0,4.0,No,Delivered,Bangalore
SW8414662,USR192357,KFC,Pizza,2024-02-23 04:53:50,43,DE65765,2.4,332,50.0,,No,Cancelled,Chennai
SW6205148,USR366714,Behrouz Biryani,Thai,2024-02-23 08:10:26,21,DE41340,8.0,741,150.0,3.2,No,Cancelled,delhi
SW2271252,USR160112,Punjab Grill,Continental,2024-02-23 11:27:03,29,DE75585,5.7,203,0.0,4.9,No,Delivered,Pune
SW3736184,USR361716,The Beer Cafe,Burgers,2024-02-23 14:43:39,38,DE33671,7.1,450,0.0,3.2,Yes,Cancelled,Pune
SW5193057,USR778688,The Beer Cafe,South Indian,2024-02-23 18:00:16,30,DE72821,3.7,1060,0.0,,No,Cancelled,Delhi
SW1195582,USR421865,Cafe Coffee Day,Continental,2024-02-23 21:16:52,44,DE65443,1.3,101,,3.9,Yes,Delivered,Chennai
SW1365893,USR899187,Barbeque Nation,pizza,2024-02-24 00:33:29,41,DE78684,11.3,1109,100.0,3.9,No,Delivered,Hyderabad
SW2891432,USR341839,Hyderabad House,Desserts,2024-02-24 03:50:05,41,DE28194,6.5,224,30.0,,No,Delivered,Hyderabad
SW4593328,USR187711,Social,biryani,2024-02-24 07:06:42,28,DE35382,5.8,323,,3.1,No,Delivered,Kolkata
SW2248617,USR686486,Haldiram's,Fast Food,2024-02-24 10:23:18,40,DE19297,11.2,2078,,3.1,No,Delivered,Kolkata
SW6937294,USR858960,Punjab Grill,biryani,2024-02-24 13:39:55,47,DE55462,11.8,2023,20.0,2.4,Yes,Delivered,Bengaluru
SW3896641,USR214390,Vaango,biryani,2024-02-24 16:56:32,31,DE74792,1.1,261,0.0,4.5,No,Delivered,Bangalore
SW7453415,USR754512,Saravana Bhavan,Burgers,2024-02-24 20:13:08,56,DE72252,4.2,1709,30.0,3.3,Yes,Delivered,Mumbai
SW1095122,USR216462,Saravana Bhavan,BIRYANI,2024-02-24 23:29:45,30,DE90874,7.8,523,30.0,4.3,No,Delivered,Chennai
SW4671729,USR542836,Paradise Biryani,chinese,2024-02-25 02:46:21,42,DE58080,10.8,315,20.0,3.7,No,Delivered,Mumbai
SW9379094,USR302906,Burger King,Pizza,2024-02-25 06:02:58,42,DE20537,7.2,117,20.0,4.5,No,cancelled,Bengaluru
SW4400291,USR490415,KFC,North Indian,2024-02-25 09:19:34,20,DE29491,11.8,240,0.0,,No,Delivered,Delhi
SW7499201,USR545988,Saravana Bhavan,chinese,2024-02-25 12:36:11,57,DE95412,8.3,379,0.0,2.8,Yes,delivered,Bengaluru
SW9014552,USR945073,Mainland China,Pizza,2024-02-25 15:52:47,25,DE58143,0.6,507,0.0,3.1,No,Delivered,Pune
SW3462487,USR285524,Faasos,biryani,2024-02-25 19:09:24,50,DE65667,6.1,575,20.0,2.3,Yes,Delivered,Chennai
SW6919801,USR168613,Sagar Ratna,South Indian,2024-02-25 22:26:00,40,DE51689,11.5,161,0.0,3.8,Yes,Delivered,Bangalore
SW3647314,USR527762,Punjab Grill,Thai,2024-02-26 01:42:37,38,DE51183,2.6,593,,4.6,No,Delivered,Hyderabad
SW2287559,USR874256,Smoke House Deli,biryani,2024-02-26 04:59:14,42,DE32737,11.3,303,0.0,4.8,No,Delivered,Pune
SW3839387,USR905486,Pizza Hut,south indian,2024-02-26 08:15:50,44,DE33929,,349,20.0,4.8,No,Cancelled,Bangalore
SW8852562,USR501553,Chaayos,pizza,2024-02-26 11:32:27,40,DE77057,11.0,93,,4.7,No,Cancelled,Pune
SW7978580,USR241221,Chaayos,Burgers,2024-02-26 14:49:03,49,DE29709,,142,30.0,2.8,Yes,Delivered,delhi
SW3604866,USR644578,KFC,north indian,2024-02-26 18:05:40,21,DE48109,,579,20.0,4.5,No,Delivered,Hyderabad
SW1826124,USR507314,Social,Desserts,2024-02-26 21:22:16,45,DE38920,11.0,2082,0.0,4.3,Yes,Delivered,Delhi
SW7693720,USR999071,Biryani Blues,CHINESE,2024-02-27 00:38:53,37,DE42975,1.5,554,,3.6,No,Delivered,Kolkata
SW8619155,USR174912,Moti Mahal,Continental,2024-02-27 03:55:29,31,DE70578,9.0,155,20.0,3.4,No,Delivered,Jaipur
SW9373865,USR572885,Faasos,Mughlai,2024-02-27 07:12:06,41,DE80943,7.3,2248,20.0,4.8,No,Delivered,Chennai
SW3206566,USR922666,Pizza Hut,Biryani,2024-02-27 10:28:43,28,DE65269,4.9,137,100.0,5.0,No,Delivered,Delhi
SW4996530,USR620194,Hyderabad House,BIRYANI,2024-02-27 13:45:19,49,DE16456,6.7,84,150.0,2.4,Yes,Delivered,delhi
SW7711822,USR928196,Subway,Fast Food,2024-02-27 17:01:56,42,DE69320,9.3,1183,50.0,3.3,No,Delivered,Hyderabad
SW9348277,USR956682,Wow Momo,Thai,2024-02-27 20:18:32,52,DE45401,1.8,173,75.0,4.0,Yes,Delivered,Bengaluru
SW3918665,USR360305,Faasos,BIRYANI,2024-02-27 23:35:09,37,DE29329,3.5,174,0.0,3.5,No,Delivered,Delhi
SW3418238,USR805320,Hyderabad House,NORTH INDIAN,2024-02-28 02:51:45,41,DE57255,4.9,147,150.0,3.5,No,Delivered,delhi
SW6170580,USR533187,Vaango,biryani,2024-02-28 06:08:22,39,DE92465,8.9,460,0.0,3.3,No,Cancelled,Bangalore
SW2150562,USR349155,Vaango,Desserts,2024-02-28 09:24:58,23,DE61612,10.9,489,50.0,3.3,No,Delivered,Bengaluru
SW4182468,USR516122,Behrouz Biryani,Biryani,2024-02-28 12:41:35,48,DE82040,11.2,112,100.0,2.1,Yes,Delivered,Hyderabad
SW9850340,USR953588,Barbeque Nation,Pizza,2024-02-28 15:58:11,36,DE29870,4.9,392,30.0,,No,Delivered,Mumbai
SW1306747,USR569530,Burger King,Fast Food,2024-02-28 19:14:48,45,DE78589,5.8,382,0.0,3.3,Yes,Delivered,Pune
SW5024412,USR589651,Pind Balluchi,BIRYANI,2024-02-28 22:31:25,53,DE12493,10.9,293,75.0,3.3,Yes,Delivered,delhi
SW7554385,USR338160,Sagar Ratna,Thai,2024-02-29 01:48:01,27,DE42359,1.1,525,0.0,3.6,No,Cancelled,Bangalore
SW3737082,USR760739,Box8,north indian,2024-02-29 05:04:38,44,DE36959,8.9,320,100.0,4.9,No,Delivered,Mumbai
SW4686948,USR682843,Wow Momo,Chinese,2024-02-29 08:21:14,44,DE95341,7.4,147,150.0,,No,Delivered,delhi
SW7665271,USR997961,Punjab Grill,Continental,2024-02-29 11:37:51,41,DE27701,2.6,341,30.0,3.5,No,Delivered,Bangalore
SW4162655,USR703689,Burger King,south indian,2024-02-29 14:54:27,64,DE92634,9.7,352,75.0,,Yes,Delivered,Bangalore
SW8266881,USR694612,Mainland China,BIRYANI,2024-02-29 18:11:04,29,DE60218,1.4,2495,0.0,3.2,No,Delivered,Bengaluru
SW7077984,USR756277,Chaayos,Desserts,2024-02-29 21:27:40,57,DE92053,1.9,333,0.0,2.3,Yes,Delivered,Bengaluru
SW3364965,USR773494,Saravana Bhavan,Burgers,2024-03-01 00:44:17,34,DE32545,6.8,399,30.0,,No,Delivered,Chennai
SW1089960,USR265777,Biryani Blues,NORTH INDIAN,2024-03-01 04:00:54,34,DE13590,4.0,452,75.0,3.5,No,cancelled,Jaipur
SW6813207,USR933648,KFC,Burgers,2024-03-01 07:17:30,30,DE58951,1.7,359,75.0,,No,Delivered,Delhi
SW6413680,USR246532,Behrouz Biryani,biryani,2024-03-01 10:34:07,38,DE80734,8.5,733,20.0,3.0,No,Delivered,Chennai
SW3589006,USR871786,Chaayos,Desserts,2024-03-01 13:50:43,60,DE15738,2.3,1718,0.0,2.0,Yes,Delivered,Bangalore
SW9668639,USR662299,Behrouz Biryani,South Indian,2024-03-01 17:07:20,26,DE16501,11.8,1102,0.0,4.5,No,Delivered,Mumbai
SW6637087,USR608788,Smoke House Deli,Thai,2024-03-01 20:23:56,45,DE11654,,152,,3.7,Yes,Delivered,Hyderabad
SW9441433,USR120803,Moti Mahal,Burgers,2024-03-01 23:40:33,32,DE25107,,1057,20.0,3.4,No,Delivered,Kolkata
SW5039474,USR749025,Behrouz Biryani,pizza,2024-03-02 02:57:09,31,DE17695,9.1,262,30.0,3.1,No,Delivered,Bengaluru
SW7193943,USR280674,Smoke House Deli,north indian,2024-03-02 06:13:46,22,DE62088,9.8,568,0.0,4.8,No,Delivered,Bengaluru
SW7383282,USR903100,Paradise Biryani,north indian,2024-03-02 09:30:22,35,DE73550,6.9,244,30.0,4.5,No,Delivered,Bengaluru
SW8221244,USR447697,Smoke House Deli,chinese,2024-03-02 12:46:59,46,DE22593,9.8,2387,30.0,3.1,Yes,Delivered,Mumbai
SW1235635,USR399225,Social,south indian,2024-03-02 16:03:36,33,DE38676,9.6,569,30.0,4.6,No,Delivered,Bangalore
SW9303738,USR404190,Vaango,South Indian,2024-03-02 19:20:12,42,DE55713,11.9,109,50.0,4.1,Yes,Delivered,Pune
SW1495020,USR936100,Cafe Coffee Day,Mughlai,2024-03-02 22:36:49,39,DE88548,3.8,456,150.0,4.7,Yes,Out for Delivery,Mumbai
SW9186159,USR740992,Wow Momo,CHINESE,2024-03-03 01:53:25,40,DE17768,10.6,97,0.0,4.0,No,Delivered,Delhi
SW7143560,USR490143,Pizza Hut,South Indian,2024-03-03 05:10:02,26,DE38480,8.2,395,0.0,3.8,No,delivered,Mumbai
SW8729825,USR787896,Box8,North Indian,2024-03-03 08:26:38,24,DE79859,,1111,50.0,4.1,No,Delivered,Chennai
SW6473457,USR814154,McDonald's,South Indian,2024-03-03 11:43:15,34,DE86713,2.3,499,0.0,4.9,No,Delivered,Pune
SW4460327,USR345214,Faasos,Continental,2024-03-03 14:59:51,37,DE86485,9.6,1321,0.0,,Yes,Delivered,Kolkata
SW6908744,USR717471,Smoke House Deli,South Indian,2024-03-03 18:16:28,29,DE21331,5.2,420,150.0,3.3,No,delivered,Chennai
SW4365908,USR797526,Punjab Grill,Fast Food,2024-03-03 21:33:04,39,DE42003,10.6,509,75.0,3.9,Yes,DELIVERED,Delhi
SW6657021,USR361565,Vaango,Pizza,2024-03-04 00:49:41,40,DE82450,6.4,316,0.0,4.4,No,Delivered,Jaipur
SW4168241,USR467246,Sagar Ratna,NORTH INDIAN,2024-03-04 04:06:18,26,DE24137,4.0,104,50.0,3.8,No,Delivered,Pune
SW3661106,USR727011,Barbeque Nation,chinese,2024-03-04 07:22:54,44,DE15683,10.3,584,0.0,4.3,No,Delivered,Mumbai
SW8484688,USR945713,Faasos,Burgers,2024-03-04 10:39:31,21,DE40470,11.0,1902,100.0,3.1,No,Delivered,Hyderabad
SW2778573,USR427249,Chaayos,Thai,2024-03-04 13:56:07,45,DE16223,6.0,371,0.0,3.8,Yes,Delivered,Mumbai
SW6238523,USR903879,McDonald's,Burgers,2024-03-04 17:12:44,43,DE83878,6.1,584,,3.6,No,Delivered,Kolkata
SW2200864,USR479591,Pizza Hut,North Indian,2024-03-04 20:29:20,46,DE63312,11.0,491,,2.4,Yes,Delivered,Kolkata
SW3643971,USR980888,Wow Momo,South Indian,2024-03-04 23:45:57,36,DE85753,4.4,267,0.0,3.2,No,Delivered,Kolkata
SW2776816,USR139229,Saravana Bhavan,North Indian,2024-03-05 03:02:33,41,DE87440,7.8,80,0.0,,No,Delivered,Bengaluru
SW7314659,USR930282,Box8,South Indian,2024-03-05 06:19:10,34,DE34705,,241,20.0,4.2,No,Delivered,Mumbai
SW2300106,USR700201,Behrouz Biryani,Pizza,2024-03-05 09:35:47,35,DE90121,12.0,206,20.0,3.2,No,Cancelled,Bengaluru
SW1063187,USR511524,Hyderabad House,south indian,2024-03-05 12:52:23,47,DE71791,,250,0.0,2.3,Yes,DELIVERED,Pune
SW9706827,USR236075,Subway,Burgers,2024-03-05 16:09:00,25,DE14701,2.5,367,20.0,,No,DELIVERED,Chennai
SW8392643,USR767185,Faasos,south indian,2024-03-05 19:25:36,55,DE30471,2.3,2332,0.0,2.9,Yes,Delivered,Delhi
SW1552809,USR775486,Saravana Bhavan,south indian,2024-03-05 22:42:13,47,DE25903,1.0,1330,0.0,3.5,Yes,Delivered,Hyderabad
SW2141386,USR903429,Wow Momo,Fast Food,2024-03-06 01:58:49,38,DE33823,,1630,0.0,4.0,No,Delivered,Kolkata
SW7331809,USR235485,Saravana Bhavan,South Indian,2024-03-06 05:15:26,31,DE43706,5.7,345,20.0,,No,Delivered,delhi
SW6457922,USR420666,Social,pizza,2024-03-06 08:32:02,29,DE53300,5.9,197,30.0,4.7,No,Delivered,Mumbai
SW6490079,USR792115,Moti Mahal,biryani,2024-03-06 11:48:39,41,DE66906,11.7,2140,0.0,4.2,No,DELIVERED,Jaipur
SW7505180,USR648258,Saravana Bhavan,Chinese,2024-03-06 15:05:15,23,DE32880,3.0,443,20.0,3.3,No,Delivered,delhi
SW9220001,USR717095,Sagar Ratna,Biryani,2024-03-06 18:21:52,43,DE40962,1.1,591,,4.3,No,Delivered,Chennai
SW3633425,USR396717,Punjab Grill,south indian,2024-03-06 21:38:29,45,DE65515,7.5,140,0.0,4.2,Yes,Delivered,Bengaluru
SW2415182,USR645614,Biryani Blues,south indian,2024-03-07 00:55:05,23,DE23485,5.6,430,0.0,3.1,No,Delivered,Bengaluru
SW5213759,USR916711,KFC,Desserts,2024-03-07 04:11:42,20,DE23221,2.8,375,20.0,3.9,No,Delivered,delhi
SW5509349,USR689162,Mainland China,Chinese,2024-03-07 07:28:18,29,DE63386,6.0,584,150.0,4.4,No,Cancelled,Mumbai
SW8942498,USR537294,KFC,Pizza,2024-03-07 10:44:55,25,DE88481,2.7,543,30.0,3.8,No,Delivered,Jaipur
SW4810978,USR860000,Barbeque Nation,Chinese,2024-03-07 14:01:31,55,DE94889,11.5,382,0.0,2.3,Yes,Delivered,Mumbai
SW8303468,USR428170,Domino's Pizza,Desserts,2024-03-07 17:18:08,43,DE48580,10.8,1273,50.0,3.1,No,Delivered,Mumbai
SW4476997,USR609731,Social,Chinese,2024-03-07 20:34:44,52,DE26747,6.5,411,,3.9,Yes,Delivered,delhi
SW1808934,USR242309,Biryani Blues,BIRYANI,2024-03-07 23:51:21,43,DE81356,5.7,562,0.0,4.9,No,Delivered,delhi
SW8604957,USR573044,Faasos,Chinese,2024-03-08 03:07:58,28,DE48678,3.7,427,0.0,4.7,No,Delivered,Delhi
SW5176434,USR823933,Barbeque Nation,Mughlai,2024-03-08 06:24:34,44,DE74034,8.8,301,20.0,,No,Delivered,Bangalore
SW5379199,USR417190,Punjab Grill,Desserts,2024-03-08 09:41:11,31,DE57203,2.1,237,0.0,3.6,No,Delivered,Kolkata
SW6671811,USR955018,Cafe Coffee Day,BIRYANI,2024-03-08 12:57:47,61,DE83353,,517,0.0,1.7,Yes,Delivered,Bengaluru
SW2673634,USR723749,Saravana Bhavan,Desserts,2024-03-08 16:14:24,41,DE55113,5.7,249,,3.2,No,Delivered,Hyderabad
SW9971426,USR385105,Faasos,biryani,2024-03-08 19:31:00,32,DE82152,7.0,201,0.0,4.4,Yes,Delivered,Chennai
